CODIGO,NOMBRE,MONEDA
422,ANTICIPOS A PROVEEDORES                           ,
4221,ANTICIPOS A PROVEEDORES                           ,
422101,ANTICIPOS A PROVEEDORES M.N.                      ,MN
422102,ANTICIPOS A PROVEEDORES M.E.                      ,ME
422103,DETRACCIONES                                      ,MN
423,LETRAS POR PAGAR TERCEROS                         ,
4231,LETRAS POR PAGAR TERCEROS                         ,
423101,LETRAS POR PAGAR M.N. TERCEROS                    ,MN
423102,LETRAS POR PAGAR M.E. TERCEROS                    ,ME
424,HONORARIOS POR PAGAR                              ,
4241,HONORARIOS POR PAGAR                              ,  
424101,HONORARIOS POR PAGAR M.N.                         ,MN
424102,HONORARIOS POR PAGAR M.E.                         ,ME
43,CUENTAS POR PAGAR COMERCIALES RELACIONADAS        ,
431,FACTURAS  BOLETAS Y OTROS COMPROBANTES POR PAGAR R,
4311,FACTURAS NO EMITIDAS POR PAGAR RELACIONADAS       ,
4312,FACTURAS EMITIDAS POR PAGAR RELACIONADAS          ,
431201,FACTURAS EMITIDAS POR PAGAR M.N. RELACIONADAS     ,MN
431202,FACTURAS EMITIDAS POR PAGAR M.E. RELACIONADAS     ,ME
432,ANTICIPOS OTORGADOS                               ,
4321,ANTICIPOS OTORGADOS                               ,
432101,ANTICIPOS OTORGADOS M.N.                          ,MN
432102,ANTICIPOS OTORGADOS M.E.                          ,ME
433,LETRAS POR PAGAR RELACIONADAS                     ,
4331,LETRAS POR PAGAR RELACIONADAS                     ,
433101,LETRAS POR PAGAR M.N. RELACIONADAS                ,MN
433102,LETRAS POR PAGAR M.E. RELACIONADAS                ,ME
44,CUENTAS POR PAGAR A LOS ACCIONISTAS  DIRECTORES Y ,
441,ACCIONISTAS (O SOCIOS)                            ,
4411,PRESTAMOS ACCIONISTAS                             ,
44111,PRESTAMOS ACCIONISTAS CORTO PLAZO                 ,
441111,PRESTAMOS ACCIONISTAS CORTO PLAZO M.N.            ,MN
441112,PRESTAMOS ACCIONISTAS CORTO PLAZO M.E.            ,ME
44112,PRESTAMOS ACCIONISTAS LARGO PLAZO                 ,
441121,PRESTAMOS ACCIONISTAS LARGO PLAZO M.N.            ,MN
441122,PRESTAMOS ACCIONISTAS LARGO PLAZO M.E.            ,ME
4412,DIVIDENDOS ACCIONISTAS                            ,
4419,OTRAS CUENTAS POR PAGAR ACCIONISTAS               ,
442,DIRECTORES                                        ,
4421,DIETAS DIRECTORES                                 ,
4429,OTRAS CUENTAS POR PAGAR DIRECTORES                ,
443,GERENTES                                          ,
45,OBLIGACIONES FINANCIERAS                          ,
451,PRESTAMOS DE INSTITUCIONES FINANCIERAS Y OTRAS ENT,
4511,INSTITUCIONES FINANCIERAS                         ,
451101,INSTITUCIONES FINANCIERAS M.N.                    ,MN
451102,INSTITUCIONES FINANCIERAS M.E.                    ,ME
4512,OTRAS ENTIDADES                                   ,
452,CONTRATOS DE ARRENDAMIENTO FINANCIERO             ,
4521,CONTRATOS DE ARRENDAMIENTO FINANCIERO             ,
452101,LEASING M.N.                                      ,MN
452102,LEASING M.E.                                      ,ME
452111,LEASEBACK M.N.                                    ,MN
452112,LEASEBACK M.E.                                    ,ME
453,OBLIGACIONES EMITIDAS                             ,
454,OTROS INSTRUMENTOS FINANCIEROS POR PAGAR          ,
4541,LETRAS                                            ,
4542,PAPELES COMERCIALES                               ,
4543,BONOS                                             ,
4544,PAGARES                                           ,
4545,FACTURAS CONFORMADAS                              ,
4549,OTRAS OBLIGACIONES FINANCIERAS                    ,
454901,CONFIRMING M.N.                                   ,MN
454902,CONFIRMING M.E.                                   ,ME
454911,FACTORING M.N.                                    ,MN
454912,FACTORING M.E.                                    ,ME
455,COSTOS DE FINANCIACION POR PAGAR                  ,
4551,PRESTAMOS DE INSTITUCIONES FINANCIERAS Y OTRAS ENT,
45511,INSTITUCIONES FINANCIERAS - COSTO FINANCIACION    ,
4551101,PRESTAMOS ENTIDADES FINACIERA  *PAGAR SOLES       ,  
4551102,PRESTAMOS  ENTIDADES  FINANCIERAS * PAGAR  ME     ,  
45512,OTRAS ENTIDADES - COSTO FINANCIACION              ,
4552,CONTRATOS DE ARRENDAMIENTO FINANCIERO             ,
4553,OTROS INSTRUMENTOS FINANCIEROS POR PAGAR - COSTO F,
45531,LETRAS -COSTO FINANCIACION                        ,
45532,PAPELES COMERCIALES - COSTO FINANCIACION          ,
45533,BONOS - COSTO FINANCIACION                        ,
45534,PAGARES - COSTO FINANCIACION                      ,
45535,FACTURAS CONFORMADAS - COSTO FINANCIACION         ,
45539,OTRAS OBLIGACIONES FINANCIERAS - COSTO FINANCIACIO,
456,PRESTAMOS CON COMPROMISOS DE RECOMPRA             ,
46,CUENTAS POR PAGAR DIVERSAS TERCEROS               ,
461,RECLAMACIONES DE TERCEROS                         ,
4611,RECLAMACIONES DE TERCEROS                         ,
461101,RECLAMACIONES DE TERCEROS M.N.                    ,MN
461102,RECLAMACIONES DE TERCEROS M.E.                    ,ME
464,PASIVOS POR INSTRUMENTOS FINANCIEROS DERIVADOS    ,
4641,CARTERA DE NEGOCIACION                            ,
4642,INSTRUMENTOS DE COBERTURA                         ,
465,PASIVOS POR COMPRA DE ACTIVO INMOVILIZADO         ,
466,PASIVOS FINANCIEROS COMPROMISO DE VENTA           ,
467,DEPOSITOS RECIBIDOS EN GARANTIA                   ,
469,OTRAS CUENTAS POR PAGAR DIVERSAS                  ,
4691,SUBSIDIOS GUBERNAMENTALES                         ,
47,CUENTAS POR PAGAR DIVERSAS RELACIONADAS           ,
471,PRESTAMOS                                         ,
4711,PRESTAMOS MATRIZ                                  ,
4712,PRESTAMOS SUBSIDIARIAS                            ,
471201,PRESTAMOS RECIBIDOS M.N.                          ,MN
471202,PRESTAMOS RECIBIDOS M.E.                          ,ME
4713,PRESTAMOS ASOCIADAS                               ,
4714,PRESTAMOS SUCURSALES                              ,
472,COSTOS DE FINANCIACION                            ,
4721,COSTOS DE FINANCIACION MATRIZ                     ,
4722,COSTOS DE FINANCIACION SUBSIDIARIAS               ,
4723,COSTOS DE FINANCIACION ASOCIADAS                  ,
4724,COSTOS DE FINANCIACION SUCURSALES                 ,
473,ANTICIPOS RECIBIDOS                               ,
4731,ANTICIPOS RECIBIDOS MATRIZ                        ,
4732,ANTICIPOS RECIBIDOS SUBSIDIARIAS                  ,
4733,ANTICIPOS RECIBIDOS ASOCIADAS                     ,
4734,ANTICIPOS RECIBIDOS SUCURSALES                    ,
474,REGALIAS                                          ,
4741,REGALIAS MATRIZ                                   ,
4742,REGALIAS SUBSIDIARIAS                             ,
4743,REGALIAS ASOCIADAS                                ,
4744,REGALIAS SUCURSALES                               ,
475,DIVIDENDOS                                        ,
4751,DIVIDENDOS MATRIZ                                 ,
4752,DIVIDENDOS SUBSIDIARIAS                           ,
4753,DIVIDENDOS ASOCIADAS                              ,
4754,DIVIDENDOS SUCURSALES                             ,
477,PASIVO POR COMPRA DE ACTIVO INMOVILIZADO          ,
4771,PASIVO ACTIVO INMOVILIZADO MATRIZ                 ,
4772,PASIVO ACTIVO INMOVILIZADO SUBSIDIARIAS           ,
4773,PASIVO ACTIVO INMOVILIZADO ASOCIADAS              ,
4774,PASIVO ACTIVO INMOVILIZADO SUCURSALES             ,
479,OTRAS CUENTAS POR PAGAR DIVERSAS                  ,
4791,OTRAS CUENTAS MATRIZ                              ,
4792,OTRAS CUENTAS SUBSIDIARIAS                        ,
4793,OTRAS CUENTAS ASOCIADAS                           ,
4794,OTRAS CUENTAS SUCURSALES                          ,
48,PROVISIONES                                       ,
481,PROVISION PARA LITIGIOS                           ,
482,PROVISION POR DESMANTELAMIENTO  RETIRO O REHABILIT,
483,PROVISION PARA REESTRUCTURACIONES                 ,
484,PROVISION PARA PROTECCION Y REMEDIACION DEL MEDIO ,
485,PROVISION PARA GASTOS DE RESPONSABILIDAD SOCIAL   ,
489,OTRAS PROVISIONES                                 ,
49,PASIVO DIFERIDO                                   ,
491,IMPUESTO A LA RENTA DIFERIDO                      ,
4911,IMPUESTO A LA RENTA DIFERIDO - PATRIMONIO         ,
491101,IMPUESTO A LA RENTA DIFERIDO - PATRIMONIO         ,  
4912,IMPUESTO A LA RENTA DIFERIDO - RESULTADOS         ,
491201,IMPUESTO A LA RENTA DIFERIDO - RESULTADOS         ,  
492,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS     ,
4921,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS - PA,
4922,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS - RE,
493,INTERESES DIFERIDOS                               ,
4931,INTERESES NO DEVENGADOS EN TRANSACCIONES CON TERCE,
4932,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCON,
5,PATRIMONIO NETO                                   ,
50,CAPITAL                                           ,
501,CAPITAL SOCIAL                                    ,
5011,ACCIONES                                          ,
501101,ACCIONES                                          ,  
5012,PARTICIPACIONES                                   ,
502,ACCIONES EN TESORERiA                             ,
51,ACCIONES DE INVERSION                             ,
511,ACCIONES DE INVERSION                             ,
512,ACCIONES DE INVERSION EN TESORERIA                ,
52,CAPITAL ADICIONAL                                 ,
521,PRIMAS (DESCUENTO) DE ACCIONES                    ,
522,CAPITALIZACIONES EN TRAMITE                       ,
5221,APORTES                                           ,
5222,RESERVAS                                          ,
5223,ACREENCIAS                                        ,
5224,UTILIDADES                                        ,
522401,RESULTADOS  ACUMULADOS                            ,  
522402,RESULTADOS  DEL EJERCICIO                         ,  
523,REDUCCIONES DE CAPITAL PENDIENTES DE FORMALIZACION,
56,RESULTADOS NO REALIZADOS                          ,
561,DIFERENCIA EN CAMBIO DE INVERSIONES PERMANENTES EN,
562,INSTRUMENTOS FINANCIEROS COBERTURA DE FLUJO EFECTI,
563,GANANCIA O PERDIDA EN ACTIVOS O PASIVOS FINANCIERO,
5631,GANANCIA ACTIVOS O PASIVOS FINANCIEROS            ,
5632,PERDIDA ACTIVOS O PASIVOS FINANCIEROS             ,
57,EXCEDENTE DE REVALUACION                          ,
571,EXCEDENTE DE REVALUACION                          ,
5711,EXCEDENTE DE REVALUACION INVERSIONES INMOBILIARIAS,
5712,EXCEDENTE DE REVALUACION INMUEBLES  MAQUINARIA Y E,
571201,TERRENOS                                          ,  
571202,EDIFICACIONES                                     ,  
5713,EXCEDENTE DE REVALUACION INTANGIBLES              ,
572,EXCEDENTE DE REVALUACION ACCIONES LIBERADAS RECIBI,
573,PARTICIPACION EN EXCEDENTE DE REVALUACION INVERSIO,
58,RESERVAS                                          ,
581,RESERVA REINVERSION                               ,
582,RESERVA LEGAL                                     ,
5821,RESERVA LEGAL                                     ,  
582101,RESERVA LEGAL                                     ,  
583,RESERVA CONTRACTUALES                             ,
584,RESERVA ESTATUTARIAS                              ,
585,RESERVA FACULTATIVAS                              ,
589,OTRAS RESERVAS                                    ,
59,RESULTADOS ACUMULADOS                             ,
591,UTILIDADES NO DISTRIBUIDAS                        ,
5911,UTILIDADES ACUMULADAS                             ,
591101,UTILIDADES ACUMULADAS                             ,  
5912,INGRESOS DE AÑOS ANTERIORES                       ,
592,PERDIDAS ACUMULADAS                               ,
5921,PERDIDAS ACUMULADAS                               ,
592101,PERDIDAS ACUMULADAS                               ,  
5922,GASTOS DE AÑOS ANTERIORES                         ,
592901,GASTOS DE AÐOS  ANTERIORES                        ,  
6,GASTOS POR NATURALEZA                             ,
60,COMPRAS                                           ,
601,MERCADERIAS                                       ,
6011,MERCADERIAS MANUFACTURADAS                        ,
601101,MERCADERIAS MANUFACTURADAS                        ,  
6012,MERCADERIAS DE EXTRACCION                         ,
6013,MERCADERIAS AGROPECUARIAS Y PISCÝCOLAS            ,
6014,MERCADERIAS INMUEBLES                             ,
601401,TERRENOS                                          ,  
6018,OTRAS MERCADERIAS                                 ,
601801,MERCADERIAS  VARIOS                               ,  
601802,MATERIALES PARA  TELECOMUNICACIONES               ,  
602,MATERIAS PRIMAS                                   ,
6021,MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS     ,
602101,MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS     ,  
6022,MATERIAS PRIMAS PARA PRODUCTOS DE EXTRACCION      ,
6023,MATERIAS PRIMAS PARA PRODUCTOS PARA PRODUCTOS AGRO,
6024,MATERIAS PRIMAS PARA PRODUCTOS INMUEBLES          ,
603,MATERIALES AUXILIARES  SUMINISTROS Y REPUESTOS    ,
6031,MATERIALES AUXILIARES                             ,
603101,MATERIALES AUXILIARES                             ,  
6032,SUMINISTROS                                       ,
603201,SUMINISTROS DIVERSOS                              ,  
6033,REPUESTOS                                         ,
604,ENVASES Y EMBALAJES                               ,
6041,ENVASES                                           ,
604101,ENVASES                                           ,  
6042,EMBALAJES                                         ,
609,COSTOS VINCULADOS CON LAS COMPRAS                 ,
6091,COSTOS VINCULADOS CON LAS COMPRAS DE MERCADERIAS  ,
60911,TRANSPORTE MERCADERIAS                            ,
609111,TRANSPORTE MERCADERIAS                            ,  
60912,SEGUROS MERCADERIAS                               ,
60913,DERECHOS ADUANEROS MERCADERIAS                    ,
60914,COMISIONES MERCADERIAS                            ,
60919,OTROS COSTOS VINCULADOS CON LAS COMPRAS DE MERCADE,
609191,AD. VALOREM                                       ,  
609192,GASTOS  VINCULADOS A  LA S COMPRAS                ,  
6092,COSTOS VINCULADOS CON LAS COMPRAS DE MATERIAS PRIM,
60921,TRANSPORTE MATERIA PRIMA                          ,
60922,SEGUROS MATERIA PRIMA                             ,
60923,DERECHOS ADUANEROS MATERIA PRIMA                  ,
60924,COMISIONES MATERIA PRIMA                          ,
60925,OTROS COSTOS VINCULADOS CON LAS COMPRAS DE MATERIA,
61,VARIACION DE EXISTENCIAS                          ,
611,MERCADERIAS                                       ,
6111,MERCADERIAS MANUFACTURADAS                        ,
611101,MERCADERIAS MANUFACTURADAS                        ,  
6112,MERCADERIAS DE EXTRACCION                         ,
6113,MERCADERIAS AGROPECUARIAS Y PISCICOLAS            ,
6114,MERCADERIAS INMUEBLES                             ,
6115,OTRAS MERCADERIAS                                 ,
611501,MERCADEIRAS VARIAS                                ,  
612,MATERIAS PRIMAS                                   ,
6121,MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS     ,
612101,MATERIAS PRIMAS PARA PRODUCTOS MANUFACTURADOS     ,  
6122,MATERIAS PRIMAS PARA PRODUCTOS DE EXTRACCION      ,
6123,MATERIAS PRIMAS PARA PRODUCTOS PARA PRODUCTOS AGRO,
6124,MATERIAS PRIMAS PARA PRODUCTOS INMUEBLES          ,
613,MATERIALES AUXILIARES  SUMINISTROS Y REPUESTOS    ,
6131,MATERIALES AUXILIARES                             ,
613101,MATERIALES AUXILIARES                             ,  
6132,SUMINISTROS                                       ,
6133,REPUESTOS                                         ,
614,ENVASES Y EMBALAJES                               ,
6141,ENVASES                                           ,
614101,ENVASES                                           ,  
6142,EMBALAJES                                         ,
62,GASTOS DE PERSONAL  DIRECTORES Y GERENTES         ,
621,REMUNERACIONES                                    ,
6211,SUELDOS Y SALARIOS                                ,
621101,SUELDOS                                           ,  
621102,SALARIOS                                          ,  
6212,COMISIONES                                        ,
621201,COMISIONES                                        ,  
6213,REMUNERACIONES EN ESPECIE                         ,
621301,REMUNERACIONES EN ESPECIE                         ,  
6214,GRATIFICACIONES                                   ,
621401,GRATIFICACIONES                                   ,  
6215,VACACIONES                                        ,
621501,VACACIONES                                        ,  
622,OTRAS REMUNERACIONES                              ,
6221,OTRAS REMUNERACIONES                              ,
622101,REFRIGERIOS                                       ,  
623,INDEMNIZACIONES AL PERSONAL                       ,
6231,INDEMNIZACIONES AL PERSONAL                       ,
623101,INDEMNIZACIONES EMPLEADOS                         ,  
623102,INDEMNIZACIONES OBREROS                           ,  
624,CAPACITACION                                      ,
624101,CAPACITACION AL PERSONAL                          ,  
625,ATENCION AL PERSONAL                              ,
625101,BOTIQUIN  RECETAS  ATENCION  MEDICA               ,  
625102,MATERIALES  DE SEGURIDAD  PERSONAL  CASCOS LENTES ,  
625103,UNIFORMES PERSONAL                                ,  
625104,CANASTAS  NAVIDEÐAS  Y  FIESTAS  PATRIAS          ,  
626,GERENTES                                          ,
627,SEGURIDAD Y PREVISION SOCIAL                      ,
6271,REGIMEN DE PRESTACIONES DE SALUD                  ,
627101,REGIMEN DE PRESTACIONES DE SALUD                  ,  
6272,REGIMEN DE PENSIONES                              ,
627201,REGIMEN DE PENSIONES                              ,  
6273,SEGURO COMPLEMENTARIO DE TRABAJO DE RIESGO ACCIDEN,
627301,SCTR  SALUD ( SEGUROS)                            ,  
627302,SCTR PENSION ( SEGURO)                            ,  
6274,SEGURO DE VIDA                                    ,
627401,SEGURO DE VIDA                                    ,  
6275,SEGUROS PARTICULARES DE PRESTACIONES DE SALUD - EP,
6276,CAJA DE BENEFICIOS DE SEGURIDAD SOCIAL DEL PESCADO,
628,REMUNERACIONES AL DIRECTORIO                      ,
6281,DIETAS AL DIRECTORIO                              ,
628101,DIETAS  AL DIRECTORIO (DIST  UTILIDADES)          ,  
629,BENEFICIOS SOCIALES DE LOS TRABAJADORES           ,
6291,COMPENSACION POR TIEMPO DE SERVICIO               ,
629101,COMPENSACION POR TIEMPO DE SERVICIO EMPLEADOS     ,  
629102,COMPENSACION POR TIEMPO DE SERVICIO OBREROS       ,  
6292,PENSIONES Y JUBILACIONES                          ,
6293,OTROS BENEFICIOS POST-EMPLEO                      ,
63,GASTOS DE SERVICIOS PRESTADOS POR TERCEROS        ,
631,TRANSPORTE  CORREOS Y GASTOS DE VIAJE             ,
63104,SERV  DE  BUSQUEDAS  Y  SANAMIENTO                ,  
63106,SERV.  REVELADOS  FOTOS  Y  OTROS                 ,  
6311,TRANSPORTE                                        ,
63111,TRANSPORTE DE CARGA                               ,
631111,TRANSPORTE DE CARGA (MERCADERIA)                  ,  
63112,TRANSPORTE DE PASAJEROS                           ,
631121,PASAJES TERRESTRES                                ,  
631122,PASAJES AEREOS                                    ,  
6312,CORREOS                                           ,
631211,CORRESPONDENCIAS                                  ,  
6313,ALOJAMIENTO                                       ,
631301,ALOJAMIENTO                                       ,  
6314,ALIMENTACION                                      ,
631401,ALIMENTACION                                      ,  
632,HONORARIOS  COMISIONES Y CORRETAJES               ,
6321,HONORARIOS                                        ,
632101,HONORARIOS ASESORIA CONTABLE                      ,  
632106,HONORARIOS OTRAS ASESORIAS                        ,  
6322,COMISIONES                                        ,
632201,COMISION POR INTERMEDIACION COMERCIAL             ,  
6323,CORRETAJES                                        ,
633,PRODUCCION ENCARGADA A TERCEROS                   ,
6331,SERVICIOS ENCARGADOS  A TERCEROS                  ,
633101,SERVIOS ENCARGADOS A TERCEROS VARIOS              ,  
633102,SERVICIOS CONEXIONES  ELECTRICAS                  ,  
633103,SERVICIOS INSTALACIONES ( INGENIERIA)             ,  
633104,SERV. BUSQUEDA  Y  SANAMIENTO                     ,  
633105,SERV. CONTRATOS CONSTRUCION CIVIL                 ,  
633108,SERV. DE  MONITOREO (SISTEMA DE  ALARMAS)         ,  
634,MANTENIMIENTO Y REPARACIONES                      ,
6341,MANTENIMIENTO Y REPARACIONES                      ,
634101,MANTENIMIENTO Y REPARACIONES EDIFICIOS            ,  
634102,MANTENIMIENTO Y REPARACION  OFICINAS              ,  
634103,MANT  Y  REPARACION  LOCAL  GENERAL               ,  
634104,MANT  Y  REPARACION  VEHICULOS                    ,  
634105,MANTENIMIENTO  COMPUTADORAS ( ATIVOS VARIOS)      ,  
635,ALQUILERES                                        ,
6351,ALQUILERES TERRENOS                               ,
6352,ALQUILERES EDIFICACIONES                          ,
635201,ALQUILERES EDIFICACIONES                          ,  
6353,ALQUILERES MAQUINARIAS Y EQUIPOS DE EXPLOTACION   ,
635301,ALQUILER  MONTACARGAS . GRUAS Y  OTROS            ,  
6354,ALQUILERES EQUIPO DE TRANSPORTE                   ,
6356,ALQUILERES EQUIPOS DIVERSOS                       ,
635601,ALQUILER DE BAÐOS PORTATILES                      ,  
635602,ALQUILER EQUIPOS VARIOS                           ,  
635603,ALQUILERES VARIOS                                 ,  
636,SERVICIOS BASICOS                                 ,
6361,ENERGIA ELECTRICA                                 ,
636101,ENERGIA ELECTRICA                                 ,  
6362,GAS                                               ,
636201,GAS                                               ,  
6363,AGUA                                              ,
636301,AGUA                                              ,  
6364,TELEFONO                                          ,
636401,TELEFONO                                          ,  
636402,TELEFONOS  MOVILES  CELULARES                     ,  
636403,TARJETAS DE RECARGA CELULARES                     ,  
6365,INTERNET                                          ,
636501,INTERNET                                          ,  
6366,RADIO                                             ,
6367,CABLE                                             ,
637,PUBLICIDAD  PUBLICACIONES  RELACIONES PUBLICAS    ,
6370102,OBSEQUIOS A  CLIENTES                             ,  
6371,PUBLICIDAD  PUBLICACIONES  RELACIONES PUBLICAS    ,
637101,PUBLICIDAD  PUBLICACIONES  RELACIONES PUBLICAS    ,  
637102,GASTOS  NOTARIALES                                ,  
637103,GASTOS  DE REPRESENTACION                         ,  
637109,ESTACIONAMIENTO Y  PEAJES                         ,  
638,SERVICIOS DE CONTRATISTAS                         ,
639,OTROS SERVICIOS PRESTADOS POR TERCEROS            ,
6391,GASTOS BANCARIOS                                  ,
639101,GASTOS BANCARIOS                                  ,  
6392,GASTOS DE LABORATORIO                             ,
64,GASTOS POR TRIBUTOS                               ,
641,IMPUESTO GENERAL A LAS VENTAS                     ,
6411,IMPUESTO GENERAL A LAS VENTAS                     ,
641101,IMPUESTO GENERAL A LAS VENTAS                     ,  
642,CANONES Y DERECHOS                                ,
6421,CANONES                                           ,
64211,CANON PETROLERO                                   ,
64212,CANON MINERO                                      ,
64213,CANON GASÝFERO                                    ,
64214,CANON PESQUERO                                    ,
64215,CANON HIDROENERGÚTICO                             ,
64216,CANON FORESTAL                                    ,
6422,DERECHOS                                          ,
64221,DERECHOS ARANCELARIOS                             ,
64222,DERECHOS ADUANEROS POR VENTAS                     ,
643,TRIBUTOS AL GOBIERNO CENTRAL                      ,
645,TRIBUTOS A GOBIERNOS REGIONALES Y LOCALES         ,
6451,TRIBUTOS A GOBIERNOS REGIONALES Y LOCALES         ,
645101,IMPUESTO PREDIAL                                  ,  
645102,IMPUESTO AL PATRIMONIO VEHICULAR                  ,  
645103,LICENCIAS MUNICIPALES DE FUNCIONAMIENTO Y OTROS   ,  
646,COTIZACIONES CON CARACTER DE TRIBUTO              ,
649,OTROS TRIBUTOS                                    ,
6491,OTROS TRIBUTOS                                    ,
649101,IMPUESTO A LAS TRANSACCIONES FINANCIERAS          ,  
649102,OTROS TRIBUTOS                                    ,  
65,OTROS GASTOS DE GESTION                           ,
651,SEGUROS                                           ,
6511,SEGUROS                                           ,
651101,SEGURO DE VIDA                                    ,  
651102,SEGURO SOAT                                       ,  
651103,SEGUROS  DE  SALUD                                ,  
651104,SEGUROS  PENSION                                  ,  
651109,SEGUROS  VARIOS                                   ,  
652,REGALIAS                                          ,
653,SUSCRIPCIONES Y COTIZACIONES                      ,
6531,SUSCRIPCIONES Y COTIZACIONES                      ,
653101,CONACO Y CAMARA DE COMERCIO                       ,  
654,LICENCIAS Y DERECHOS DE VIGENCIA                  ,
655,COSTO NETO DE ENAJENACION DE ACTIVOS INMOVILIZADOS,
6551,COSTO NETO DE ENAJENACION DE ACTIVOS INMOVILIZADOS,
65511,INVERSIONES INMOBILIARIAS                         ,
65512,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO    ,
65513,INMUEBLES  MAQUINARIA Y EQUIPO                    ,
655131,COSTO DE ENAJENACION DE EDIFICIOS                 ,  
65514,INTANGIBLES                                       ,
65515,ACTIVOS BIOLOGICOS                                ,
65516,COSTO ENAJENACION VEHICULOS MOTORIZADOS           ,
655161,COSTO DE  ENEJENACIONACTIVOS VEHICULOS            ,  
6552,OPERACIONES DISCONTINUADAS                        ,
656,SUMINISTROS                                       ,
657,GASTOS DE INVESTIGACION Y DESARROLLO              ,
658,GESTION MEDIOAMBIENTAL                            ,
659,OTROS GASTOS DE GESTION                           ,
6591,DONACIONES                                        ,
659101,FOTOCOPIAS  E IMPRESIONES                         ,  
659102,UTILES DE OFICINA                                 ,  
659103,GASTOS DE LIMPIEZA                                ,  
659104,UTILES  DE  FERRETERIA                            ,  
659105,MOVILIDAD                                         ,  
659106,GASOLINA                                          ,  
659107,CONSUMO OFICINA                                   ,  
659108,ACTIVOS  MENORES                                  ,  
659109,GASTOS  VARIOS                                    ,  
659110,LUBRICANTES                                       ,  
659111,GASTOS VARIOS BOLETA DE  VENTAS                   ,  
6592,SANCIONES ADMINISTRATIVAS                         ,
659201,MULTAS  SUNAT                                     ,  
66,PERDIDA POR MEDICION DE ACTIVOS NO FINANCIEROS AL ,
661,ACTIVO REALIZABLE                                 ,
6611,MERCADERIAS                                       ,
6612,PRODUCTOS EN PROCESO                              ,
6613,ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA    ,
662,ACTIVO INMOVILIZADO                               ,
6621,INVERSIONES INMOBILIARIAS                         ,
6622,ACTIVOS BIOLOGICOS                                ,
663,OBLIGACIONES FINANCIERAS                          ,
664,PARTICIPACION EN LOS RESULTADOS DE SUBSIDIARIAS Y ,
665,GASTOS POR PARTICIPACIONES EN NEGOCIOS CONJUNTOS  ,
67,GASTOS FINANCIEROS                                ,
671,GASTOS EN OPERACIONES DE ENDEUDAMIENTO Y OTROS    ,
6711,PRESTAMOS DE INSTITUCIONES FINANCIERAS Y OTRAS ENT,
671101,PRESTAMOS DE INSTITUCIONES FINANCIERAS            ,  
671102,PRESTAMOS DE OTRAS ENTIDADES                      ,  
6712,CONTRATOS DE ARRENDAMIENTO FINANCIERO             ,
6713,EMISION Y COLOCACION DE INSTRUMENTOS REPRESENTATIV,
6714,DOCUMENTOS VENDIDOS O DESCONTADOS                 ,
672,PERDIDA POR INSTRUMENTOS FINANCIEROS DERIVADOS    ,
673,INTERESES POR PRESTAMOS Y OTRAS OBLIGACIONES      ,
6731,PRESTAMOS DE INSTITUCIONES FINANCIERAS Y OTRAS ENT,
67311,INSTITUCIONES FINANCIERAS                         ,
673111,INTERESES Y GASTOS DE PAGARES                     ,  
673112,INTERESES TARJETA DE CREDITOS NEGOCIOS            ,  
673113,INTERESES CARTA  FIANZA                           ,  
67312,OTRAS ENTIDADES                                   ,
673121,GASTOS CONFIRMING/FACTORING/COMPAS                ,  
6732,CONTRATOS DE ARRENDAMIENTO FINANCIERO             ,
6733,OTROS INSTRUMENTOS FINANCIEROS POR PAGAR          ,
673301,OTRAS CARGAS FINANCIERAS                          ,  
6734,DOCUMENTOS VENDIDOS O DESCONTADOS                 ,
6735,OBLIGACIONES EMITIDAS                             ,
6736,OBLIGACIONES COMERCIALES                          ,
6737,OBLIGACIONES TRIBUTARIAS                          ,
675,DESCUENTOS CONCEDIDOS POR PRONTO PAGO             ,
676,DIFERENCIA DE CAMBIO                              ,
6761,DIFERENCIA DE CAMBIO                              ,
676101,PERDIDA POR DIFERENCIA DE CAMBIO                  ,  
677,PERDIDA POR MEDICION DE ACTIVOS Y PASIVOS FINANCIE,
679,OTROS GASTOS FINANCIEROS                          ,
6791,PRIMAS POR OPCIONES                               ,
6792,GASTOS FINANCIEROS EN MEDICION A VALOR DESCONTADO ,
68,VALUACION Y DETERIORO DE ACTIVOS Y PROVISIONES    ,
681,DEPRECIACION                                      ,
6811,DEPRECIACION DE INVERSIONES INMOBILIARIAS         ,
68111,DEPRECIACION EDIFICACIONES  COSTO                 ,
68112,DEPRECIACION EDIFICACIONES - REVALUACION          ,
68113,DEPRECIACION EDIFICACIONES - COSTO DE FINANCIACION,
6812,DEPRECIACION DE ACTIVOS ADQUI.ARREND.FINAN.INV.INM,
68121,DEPRECIACION EDIFICACIONES ARRENDAMIENTO INV.INMOB,
6813,DEPRECIACION DE ACTIVOS ADQUIRIDOS EN ARREND.FINAN,
